Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_102041.0	Tissue Specific	Brain	Female			False	False
Transcript_5815.0	Others					False	False
Transcript_271356.0	Others				1.9004998563267734	False	False
Transcript_252296.0	Others					False	False
Transcript_234221.0	Tissue Specific	Brain	Male			False	False
Transcript_156760.0	Others					False	False
Transcript_271318.0	Others				1.300756718178775	False	False
Transcript_44117.0	Others					False	False
Transcript_271311.0	Tissue Specific	Skin	Female	Female	3.3105752538589415	False	False
Transcript_271309.0	Others				0.5490773129516977	False	False
Transcript_197757.0	Others					False	True
Transcript_271284.0	Tissue Specific	Gonad	Female			False	True
Transcript_271282.0	Tissue Specific	Gonad	Female			False	True
Transcript_206983.0	Others					False	False
Transcript_48311.0	Tissue Specific	Gonad	Female			False	True
Transcript_96344.0	Tissue Specific	Skin	Male		1.658165706523684	False	False
Transcript_272378.0	Others					False	False
Transcript_271266.0	Others				1.6878008933109405	False	False
Transcript_70481.0	Tissue Specific	Gonad	Female			False	True
Transcript_271240.0	Others				1.721278604618333	False	False
Transcript_271238.0	Others				1.9205240222378879	False	False
Transcript_202509.0	Others					False	True
Transcript_267719.0	Others				0.8670068850098949	False	False
Transcript_227670.0	Others					False	True
Transcript_271236.0	Others					False	False
Transcript_48417.0	Tissue Specific	Brain	Female			False	False
Transcript_271219.0	Not Expressed					False	False
Transcript_12517.0	Others				0.39753845440586105	False	True
Transcript_74922.0	Others				0.15243072361616464	False	False
Transcript_250216.0	Tissue Specific	Skin	Female		1.1913038951912311	False	False
Transcript_27117.0	Tissue Specific	Brain	Male			False	False
Transcript_153100.0	Tissue Specific	Brain	Female			False	False
Transcript_271167.0	Others			Male	inf	False	False
Transcript_271164.0	Others					False	False
Transcript_27116.0	Tissue Specific	Brain	Female			False	False
Transcript_271153.0	Tissue Specific	Brain	Male			False	False
Transcript_161194.0	Tissue Specific	Gonad	Female			False	True
Transcript_272231.0	Others					False	False
Transcript_71847.0	Tissue Specific	Brain	Male			False	False
Transcript_271136.0	Tissue Specific	Kidney	Male			False	False
Transcript_271101.0	Others					False	False
Transcript_271078.0	Others					False	False
Transcript_99009.0	Others					False	False
Transcript_271073.0	Tissue Specific	Kidney				False	False
Transcript_271072.0	Others					False	False
Transcript_271071.0	Others					False	False
Transcript_271052.0	Others					False	False
Transcript_271009.0	Tissue Specific	Skin	Male			False	True
Transcript_28807.0	Tissue Specific	Brain	Male			False	False
Transcript_248257.0	Tissue Specific	Brain	Male			False	True
Transcript_58718.0	Tissue Specific	Brain				False	False
Transcript_268651.0	Others					False	False
Transcript_270953.0	Others					False	True
Transcript_106104.0	Others				0.22111032434233702	False	False
Transcript_83373.0	Others					False	False
Transcript_270950.0	Tissue Specific	Gonad	Female			False	True
Transcript_208102.0	Others					False	False
Transcript_64034.0	Others				1.6204835233109949	False	False
Transcript_270921.0	Others					False	False
Transcript_270919.0	Others					False	False
Transcript_270895.0	Others				1.2089801997999257	False	False
Transcript_250533.0	Others				0.2762521903344141	False	False
Transcript_27089.0	Others					False	False
Transcript_228283.0	Others					False	False
Transcript_270883.0	Others					False	False
Transcript_270857.0	Others					False	False
Transcript_229020.0	Others				0.17669822640084812	False	False
Transcript_27085.0	Tissue Specific	Brain	Female			False	False
Transcript_27084.0	Others					False	False
Transcript_270816.0	Tissue Specific	Liver			1.119746814170452	False	False
Transcript_19894.0	Others					False	False
Transcript_270812.0	Others					False	False
Transcript_90653.0	Others				0.8125994532966363	False	False
Transcript_270797.0	Others					False	False
Transcript_257664.0	Others					False	False
Transcript_165346.0	Tissue Specific	Brain	Male			False	False
Transcript_270781.0	Tissue Specific	Gonad	Female			False	True
Transcript_245909.0	Others					False	False
Transcript_270780.0	Others					False	False
Transcript_270760.0	Others				0.32709980829428953	False	False
Transcript_165108.0	Tissue Specific	Muscle				False	False
Transcript_270748.0	Tissue Specific	Gonad	Female			False	True
Transcript_270732.0	Tissue Specific	Kidney				False	False
Transcript_208032.0	Others					False	False
Transcript_271791.0	Tissue Specific	Muscle				False	False
Transcript_67847.0	Tissue Specific	Skin	Male			False	False
Transcript_270706.0	Others					False	True
Transcript_198491.0	Others				1.3644688045677806	False	False
Transcript_270773.0	Others					False	False
Transcript_147276.0	Tissue Specific	Kidney	Female			False	False
Transcript_270688.0	Tissue Specific	Brain				False	False
Transcript_20900.0	Others					False	False
Transcript_175492.0	Others				0.5875208022608029	False	False
Transcript_74010.0	Tissue Specific	Brain	Female			False	False
Transcript_270647.0	Others				1.9987736328424297	False	False
Transcript_34979.0	Tissue Specific	Brain	Male			False	False
Transcript_145182.0	Tissue Specific	Heart				False	False
Transcript_283638.0	Others				0.5833768835142893	False	False
Transcript_29787.0	Tissue Specific	Brain				False	False
Transcript_270573.0	Tissue Specific	Skin	Female		2.1001361645584313	False	False
Transcript_91527.0	Others					False	False
Transcript_270478.0	Others					False	False
Transcript_261713.0	Others					False	True
Transcript_34852.0	Tissue Specific	Brain				False	False
Transcript_270461.0	Others					False	False
Transcript_270444.0	Others					False	False
Transcript_56833.0	Others					False	False
Transcript_51278.0	Others					False	False
Transcript_162885.0	Tissue Specific	Muscle				False	False
Transcript_270430.0	Tissue Specific	Brain	Male			False	False
Transcript_141427.0	Others					False	False
Transcript_270429.0	Others					False	False
Transcript_47561.0	Tissue Specific	Gonad	Male			False	False
Transcript_270405.0	Others					False	False
Transcript_270392.0	Others					False	False
Transcript_102482.0	Others					False	False
Transcript_270377.0	Tissue Specific	Muscle				False	False
Transcript_250644.0	Tissue Specific	Gonad	Female			False	False
Transcript_274016.0	Others				0.383381989182959	False	False
Transcript_270358.0	Others					False	False
Transcript_247269.0	Others					False	False
Transcript_270355.0	Tissue Specific	Brain	Female			False	False
Transcript_62387.0	Others					False	False
Transcript_25930.0	Others					False	False
Transcript_270327.0	Others					False	False
Transcript_270324.0	Tissue Specific	Brain	Female			False	False
Transcript_270323.0	Tissue Specific	Brain	Female			False	False
Transcript_13490.0	Tissue Specific	Kidney			0.38608403849863615	False	False
Transcript_270310.0	Tissue Specific	Brain	Male			False	False
Transcript_270307.0	Tissue Specific	Liver	Male		1.4329897041529136	False	False
Transcript_237257.0	Others					False	True
Transcript_270582.0	Tissue Specific	Brain	Male			False	True
Transcript_27029.0	Others				1.9478894840177068	False	False
Transcript_100464.0	Others					False	False
Transcript_270268.0	Others					False	False
Transcript_270267.0	Tissue Specific	Lung	Female			False	False
Transcript_34099.0	Others					False	False
Transcript_270259.0	Tissue Specific	Brain	Male			False	False
Transcript_270210.0	Tissue Specific	Gonad	Female			False	True
Transcript_228212.0	Others					False	False
Transcript_270206.0	Others					False	False
Transcript_249509.0	Others				1.4142036133701223	False	False
Transcript_270205.0	Others				0.43409042140473764	False	False
Transcript_62000.0	Tissue Specific	Liver	Male	Male	3.371026261099037	False	False
Transcript_155424.0	Others			Male	inf	False	False
Transcript_270180.0	Others					False	False
Transcript_5891.0	Others				0.3122697234606414	False	False
Transcript_270154.0	Tissue Specific	Brain	Male			False	False
Transcript_270140.0	Tissue Specific	Kidney	Male			False	False
Transcript_27014.0	Tissue Specific	Brain				False	False
Transcript_92947.0	Others					False	False
Transcript_270117.0	Others					False	False
Transcript_254973.0	Not Expressed					False	False
Transcript_29164.0	Others					False	True
Transcript_27011.0	Tissue Specific	Brain	Male			False	False
Transcript_201758.0	Tissue Specific	Brain				False	False
Transcript_35471.0	Others				0.5900160038729315	False	False
Transcript_270073.0	Others				0.23134519959021121	False	False
Transcript_27007.0	Others				1.4744241477642988	False	False
Transcript_255327.0	Others				0.9893856466736407	False	False
Transcript_27006.0	Others				1.044400131873069	False	False
Transcript_21674.0	Others				0.3374153719664366	False	False
Transcript_270056.0	Others					False	False
Transcript_88696.0	Others					False	False
Transcript_270039.0	Tissue Specific	Gonad	Male			False	False
Transcript_220111.0	Others				0.34538985900384933	False	False
Transcript_58187.0	Not Expressed					False	False
Transcript_270038.0	Others					False	True
Transcript_232365.0	Others					False	False
Transcript_270026.0	Tissue Specific	Skin	Male		1.75360556686662	False	False
Transcript_269999.0	Others				0.42359063651608875	False	False
Transcript_249507.0	Others					False	False
Transcript_269998.0	Others					False	True
Transcript_24603.0	Others				0.9795531577488842	False	False
Transcript_26464.0	Tissue Specific	Brain				False	False
Transcript_269993.0	Others					False	False
Transcript_269981.0	Tissue Specific	Gonad	Male			False	False
Transcript_269972.0	Tissue Specific	Skin	Male			False	False
Transcript_271779.0	Others					False	True
Transcript_269952.0	Others					False	False
Transcript_26995.0	Others					False	False
Transcript_269918.0	Others				1.162463137871293	False	False
Transcript_52422.0	Tissue Specific	Skin	Female			False	False
Transcript_26991.0	Others					False	False
Transcript_34482.0	Tissue Specific	Gonad	Female			False	True
Transcript_269904.0	Others					False	False
Transcript_269883.0	Others					False	False
Transcript_269880.0	Tissue Specific	Brain	Male			False	False
Transcript_32280.0	Others					False	False
Transcript_50843.0	Others				0.08477727442100605	False	False
Transcript_269865.0	Others					False	False
Transcript_269858.0	Others					False	False
Transcript_189125.0	Others					False	False
Transcript_75708.0	Tissue Specific	Heart				False	False
Transcript_269839.0	Others					False	False
Transcript_117485.0	Others					False	False
Transcript_40873.0	Others				0.9023689338802171	False	False
Transcript_269820.0	Tissue Specific	Brain				False	False
Transcript_269796.0	Others					False	False
Transcript_235638.0	Tissue Specific	Brain	Female			False	False
Transcript_216664.0	Others				0.5019923749035542	False	False
Transcript_274425.0	Others					False	False
Transcript_30354.0	Others					False	False
Transcript_52414.0	Others				0.04402285324936986	False	False
Transcript_163539.0	Tissue Specific	Brain	Male			False	False
Transcript_94248.0	Others					False	False
Transcript_26969.0	Others					False	False
Transcript_269683.0	Others					False	False
Transcript_269676.0	Others				2.3806248033039528	False	False
Transcript_65828.0	Tissue Specific	Brain	Male			False	False
Transcript_269669.0	Others				0.23823011973624733	False	False
Transcript_269652.0	Tissue Specific	Brain	Female			False	False
Transcript_239501.0	Others					False	False
Transcript_269625.0	Others				1.2636203945802356	False	False
Transcript_223014.0	Expressed in All				0.09548028517006536	False	False
Transcript_269622.0	Others					False	False
Transcript_46806.0	Tissue Specific	Gonad	Male			False	False
Transcript_269612.0	Tissue Specific	Skin	Male			False	False
Transcript_36401.0	Others				0.9481691431343118	False	False
Transcript_67394.0	Others					False	False
Transcript_269602.0	Others					False	False
Transcript_269599.0	Tissue Specific	Gonad	Female			False	True
Transcript_258871.0	Tissue Specific	Kidney	Female			False	False
Transcript_269593.0	Tissue Specific	Gonad	Female			False	True
Transcript_26959.0	Tissue Specific	Heart				False	False
Transcript_92899.0	Tissue Specific	Liver	Female			False	False
Transcript_269589.0	Others					False	False
Transcript_78182.0	Tissue Specific	Brain	Male			False	False
Transcript_269562.0	Others				2.487301242574372	False	False
Transcript_273828.0	Tissue Specific	Gonad	Female			False	False
Transcript_269555.0	Others					False	False
Transcript_269553.0	Others					False	False
Transcript_269548.0	Others					False	False
Transcript_269514.0	Tissue Specific	Skin	Female			False	False
Transcript_77848.0	Others			Female	inf	False	False
Transcript_162144.0	Tissue Specific	Brain	Male			False	False
Transcript_59810.0	Others					False	False
Transcript_269462.0	Tissue Specific	Gonad	Female			False	True
Transcript_71280.0	Others					False	False
Transcript_269461.0	Others					False	False
Transcript_26167.0	Tissue Specific	Skin	Male			False	False
Transcript_269441.0	Tissue Specific	Gonad	Female			False	True
Transcript_26419.0	Others					False	False
Transcript_244853.0	Tissue Specific	Skin	Male			False	False
Transcript_269418.0	Others					False	False
Transcript_207302.0	Tissue Specific	Brain	Female		0.3049408684504862	False	False
Transcript_269398.0	Others					False	False
Transcript_25809.0	Others				0.19022958311578422	False	False
Transcript_146513.0	Tissue Specific	Liver	Female			False	False
