Name	heart1	spleen1	lung1	colon1	liver1	kidney1	skeletal_muscle_tissue1	brain1	testis1	brain2	kidney2	colon2	liver2	lung2	skeletal_muscle_tissue2	spleen2	testis2	brain3	colon3	heart3	kidney3	liver3	lung3	skeletal_muscle_tissue3	spleen3	testis3
MGI:2387643	255.205	2897.31	366.88	288.323	1.015	1057.72	388.92	666.559	685.149	1091.93	797.107	207	457.387	520.295	455.002	2772.39	631.374	292.569	182.182	144.386	302.383	103.377	1182.83	120.589	2790.68	216.28
MGI:105382	810.881	839.246	4321.47	2794.83	117.226	7633.77	2411.82	368.565	814.515	796.064	6505.38	732.178	263.112	2365.44	1879.24	908.52	924.031	170.735	635.504	224.107	4448.51	44.25	15240.9	961.709	865.792	255.233
MGI:1345151	80.061	328.656	99.048	47.039	4.015	36.02	21.006	71.046	15.021	112.001	42	45.019	2	131.001	11	161.001	5.001	24.006	26.016	43.01	10.015	2.001	195.115	8.005	231.312	3.004
MGI:98726	492.685	546.766	1671.61	237.135	29.906	521.83	1542.7	1376.97	101.356	1445.34	321.391	122.504	77.919	1318.21	1985.51	239.261	36.243	574.791	105.749	220.425	75.26	12.043	3808.51	518.903	212.458	27.548
MGI:3641861	4.324	15897.9	256.559	507.133	13.439	47.006	11.003	1783.55	167.55	3798.47	50	406.103	61.001	741.071	21.056	14052.9	100.002	1240.14	385.415	5.957	8.008	6.01	795.066	6.019	9892.12	46.723
MGI:1917286	70.762	586.372	62	333.937	0	271.247	40.297	132.435	141	220	209	138	103	112	32	350	129	76	120.36	49.348	52.733	49.184	224	4.055	476.782	40.495
MGI:87947	2178.39	991.499	427.42	71.056	1.001	325.554	50245.4	1210.77	241.736	746.877	210.018	39.003	890.895	451.171	28752.2	794.481	199.048	283.491	43.269	869.08	99.072	465.053	1267.68	17311.2	1248.82	107.103
MGI:3030313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1328356	185.056	4275.77	563.116	765.123	181.72	502.149	270.122	451.444	564.535	591.611	538.619	441.127	273.427	670.638	171.96	3806.24	401.516	227.646	368.859	173.633	139.039	86.957	2587.89	56.512	4834.42	195.479
MGI:3045295	8.853	17.698	1959.88	158.257	4.44	11.617	36.645	525.2	12949.2	1536.41	10.022	33.145	26.979	1476.58	42.059	35.339	11661.4	82.556	45.131	2.005	26.24	0.049	2199.02	20.827	9.639	4422.64
MGI:1095396	150.81	961.756	568.771	372.17	1.046	336.179	168.249	561.392	7490.52	1256.53	533.758	191.341	89.248	322.574	231.467	681.115	10258.8	385.539	404.628	139.146	182.544	46.075	4034.96	357.108	1280.8	2698.11
MGI:3643869	1.137	0	0	6.357	1.993	0	0	0	2	0	0	0	0	2	0	0	9.499	0	0	0	0	0	0	0	1.09	0
MGI:1924863	250.897	439.931	170.617	135.834	335.596	529.058	490.626	440.133	387.019	791.248	639.722	129.2	530.947	342.12	385.891	383.97	431.961	284.276	110.32	112.112	197.49	177.74	676.479	156.724	345.748	101.808
MGI:1913066	1610.68	2409.41	3188.76	8305.52	229.749	13030.7	523.438	4171.33	2103.59	5531.44	12344.6	4674.12	2192.28	7231.12	996.843	3192.93	2385.28	2355.66	2527.62	524.704	3413.72	1033.26	12092.8	436.299	1560.27	687.737
MGI:109497	22.253	156.524	393.474	4955.94	12	74.213	1.118	0	11.927	1.885	92.149	2692.69	10.96	487.155	0	24.762	41.049	0	983.585	9.002	21.845	3.017	2235.35	0	25.649	1.465
MGI:3644556	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	21
MGI:1928282	0	0	0	0	0	0	44	0	13	1	0	0	0	0	1	0	2	1	2.714	0	0	0	0	0	0	11
MGI:1919325	692	5226	1074	2867	0	1963	1266	1453	1826	2319	1798	2863	3266	1755	1492	6950	2373	808	1274	420	741	781	3540	577	4819	668
MGI:1920000	1482.44	6416.93	2932.47	2466.32	6.796	5112.78	593.91	5016.78	6427.59	5276.19	4275.86	973.958	722.548	4266.08	584.15	4876.9	5242.12	2108.28	679.097	847.756	928.247	297.585	9603.6	344.19	4806.52	1908.99
MGI:2385237	604.285	3612.95	721.317	2161.12	714.28	1696.7	21498.4	2050.93	2456.08	1855.22	1270.72	1266.15	1031.71	599.01	7885.34	2051.14	1209.1	923.672	817.297	428	554.684	394.46	2503.38	3863.58	4748.19	702.147
MGI:2652845	246.216	1618.55	7322.7	5236.15	0	5961.52	506.759	302.264	1044.35	482	4643	2074.17	1545	5485.06	764	1936.45	1184	150.149	1653.76	121.385	2800.08	674.322	33694.3	213.486	2284.34	425.582
MGI:1917152	373.99	1891.47	424.961	1150.98	1090.13	1003.01	1148.05	975.107	4355.03	941	754	438	1009	354	709	1296	3643	573.837	548.741	188.979	327.74	372.837	1408.72	443.975	2641.87	729.455
MGI:96606	46.375	17883.5	2505.81	1354.94	0.013	289.785	78.014	50.34	203.264	85.013	328.046	702.097	991.119	2537.52	29.001	22597.3	187.827	37.064	628.586	50.854	69.397	278.614	6873.25	7.517	18514.3	71.315
MGI:1354164	791.794	5706.46	1203.56	2520.96	1156.67	2240.65	858.058	2301.95	1317.36	2091.28	1452.21	851.893	899.356	1117.17	550.809	3404.1	925.232	933.892	824.937	367.676	560.364	381.34	3056.8	266.938	5609.6	598.428
MGI:1202881	32.77	4.266	1.001	90.949	0	3.237	338.928	29.015	560.543	26.498	4.985	6606.35	2.01	3.001	126.045	7.003	402.486	9.902	5237.19	20.553	2.022	1.002	2.01	45.282	96.264	134.655
MGI:1195272	645.994	663.701	376.21	361.009	119.735	569.732	714.016	912.307	1377.19	1430.07	708.084	322.25	556.842	593.47	997.67	540.971	1374.18	343.563	231.132	289.868	127.518	212.762	1335.28	355.04	605.498	377.461
MGI:101784	1484.33	516.394	4113.38	742.472	1	2874.12	2133.55	684.29	153.101	637.999	4407	741.005	394	7132	6749	1264.79	298.345	186.865	675.514	635.892	855.195	102.046	22121.6	2066.09	300.001	51.55
MGI:2673872	13.175	100.756	18.539	130.663	197.468	29.578	127.462	6478.55	548.316	9561.12	57.788	41.857	39.747	57.892	65.072	136.644	392.688	3587.3	18.525	10.628	14.866	24.887	33.758	16.085	70.956	98.199
MGI:3782584	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
MGI:106188	507	1615.34	683.052	2249	3825	14600	395	193	6312.99	189	13038	1460	6897	856	333	1620	5430	77.016	867.345	384.075	5302	1534.62	2230	255.015	1720.2	2348.97
MGI:2685563	1089.56	57.619	171.31	1173.62	2.948	162.952	572.803	4881.43	60.961	6610.8	204.674	211.356	1.023	334.421	610.048	28.061	32.166	1972.53	93.674	450.473	23.93	2.023	706.333	210.342	43.009	21.839
MGI:1923481	221.582	1305.09	832.528	1073.55	120.547	147.566	455.815	1424.76	354.825	1109.11	262.986	364.199	152.555	911.043	526.416	1168.81	256.503	363.651	180.091	152.254	33.598	32.847	2941.1	77.906	1104.25	115.521
MGI:1915372	194.231	74.337	593.605	44.878	12.512	20.159	20.495	1142.62	118.75	1170.37	15.019	15.204	14.04	492.425	12.227	16.04	70.154	598.568	36.399	28.224	7.063	4.151	2535.33	4.041	50.142	38.051
MGI:1890695	669.948	1665.39	1126.42	2490.48	3401.08	2298.36	1277.89	1956.58	655.375	1747.6	2630.08	763.45	2654.02	1454.32	916.194	1278.48	417.274	552.118	591.149	329.928	563.687	716.459	2867.01	357.587	1583.81	204.205
MGI:108092	357.19	15227	912.33	3013.61	1.005	1585.89	42598.6	13334.2	247.383	24141.4	1330.9	1501.98	1095.94	1896.73	30875.1	19115	284.459	7290.47	1618.4	349.08	553.166	542.518	4831.69	12914.8	13745.8	68.302
MGI:1915689	426.016	1682.34	455.311	561.311	2099	2161.55	1172.06	1478.6	15051.7	1660.86	3150.64	446.2	2501.82	535.486	1173.47	1157.24	10661.7	607.233	276.297	220.889	1086.94	1070.37	1227.02	383.317	1532.32	4836.13
MGI:1891748	1678.37	7160.34	2560.57	6152.86	6.211	5175.56	3730.69	4561.45	8013.58	4957.66	4402.44	2778.03	2752.69	3199.15	2670.37	6135.31	5923.4	2060.66	1819.93	967.003	2173.81	871.457	7415.84	1219.02	7588.69	2903.57
MGI:107410	447.19	2717.31	537.374	1710.84	2.027	1685.22	2212.05	1423.31	2445.66	2266.59	1224.57	651.841	1307.03	558.332	1716.56	3233.73	1809.52	968.385	522.6	235.869	676.282	408.13	2489.8	662.682	3423.61	645.462
MGI:96055	193.071	34896.5	1674.07	3426.17	605.498	1819.69	108.116	101.086	286.084	170.199	1480.17	1603.01	1136.6	1495.2	63.707	32031.9	263.365	82.956	1798.01	183.019	816.886	387.414	5612.16	38.115	39394	55.129
MGI:6270666	6.305	35.386	155.551	1129.27	2.398	819.245	5.748	44.581	124.983	42.361	1181.12	434.635	186.459	222.891	5.425	5.355	125.219	6.973	289.42	4.885	172.875	38.5	451.621	4.528	16.963	42.146
MGI:5611216	219.14	1564.08	322.936	2073.94	106.181	1767.16	146.791	236.429	2321.1	237.725	1780.16	888.814	445.527	255.423	182.256	770.741	1733.38	148.919	260.392	53.51	300.226	158.503	674.079	64.613	846.571	439.943
MGI:1096355	2810.62	22401	8815.46	696	4488	1341	1828	8123.79	211	8061	1465	324	5095	12548	1267	20150	166	2331.23	355	1423.85	263	1297	29014	564	18569	49
MGI:1920583	25.188	27.991	13.129	3.576	1.047	13.032	2.955	12.118	2933.18	11.026	3.002	2.018	6.023	14.036	2.003	15.042	2115.79	22.475	0	16.208	9.036	2.021	48.307	8.027	39.688	1050.76
MGI:2180560	1274.69	1626.78	280.184	1661.85	12.068	1694.75	2669.01	2216.28	1801.32	2195.83	1674.03	744.18	553.491	436.916	1982.53	1212.04	1537.21	662.001	244.859	322.915	341.58	130.98	790.374	643.502	1101.34	450.032
MGI:3642848	24708.1	11.477	223.591	1.782	0	0	7.775	281.874	159.018	1182.17	6.255	0	0	204.187	0	1.962	67.539	199.946	0	6193.43	0	0	3292.23	226.235	7.473	40.642
MGI:1916321	234.97	1092.08	927.923	3850.03	6090.48	1530.21	153.693	796.611	33301.2	947.12	1979.25	3119.88	7782	886.001	183.012	740.004	24258.2	315.627	1580.03	143.485	417.14	2482.73	1998.25	65.036	1182.08	12221.2
MGI:1099786	2153.11	11321.4	4154.13	7071.63	3622.54	7328.07	3187.05	5593.88	8444.21	5098.51	5589.03	1387	2866.02	2871	2529.06	11091.1	6628.03	2239.43	1565.81	925.925	2456.51	1676.13	9596.62	797.084	16038.8	2795.09
MGI:2652836	623.602	7232.52	1169.92	3553.59	1235	2168.57	1102.19	1765.48	1534.29	2462.94	2117.29	1633.24	1871.21	1860.1	1232.59	5675.34	1360.47	664.766	847.417	289.609	532.406	409.214	3581.1	339.046	6094.13	448.09
MGI:1920048	3203.96	9028.36	5024.19	1660.06	164.825	2117.05	859.667	2358.54	1538.65	2521.77	2544.13	660.983	718.165	8836.89	1233.32	7844.74	1400.36	586.582	370.983	1263.48	473.416	92.303	18421.4	538.737	7161.89	444.395
MGI:3618860	22.114	91.102	29.286	62.103	8.053	83.003	46.587	18.323	1372.38	35.063	89.265	35.936	24	39.018	21	22.036	936.803	15.434	31.895	8.056	32.54	3.028	138.644	2.008	85.678	297.568
MGI:2141959	164.282	1100.49	298.191	914.414	1.017	740.622	310.041	588.539	2766.79	891.425	501.008	420.007	539.259	292.03	228.002	1725.71	1692.21	293.055	278.337	97.254	149.111	218.03	694.195	51.898	1895.88	764.653
MGI:1277956	181	2059.15	424.117	439	0	754.088	462.066	657.095	2569.73	1027	642	617	342	830	496	2062	1097.03	364	1369	163	369	68	1741	236.073	3329.78	387.247
MGI:1915740	122	1676	654	681	153	1235	590	595	226	1688	1309	620	693	990	954	2748	392	330	328	102	328	94	6292	124	1654	59
MGI:1921537	2958.34	10554.3	2671.87	6834.57	5747.88	6884.42	19418.5	4801.94	16139.9	4994.57	5915.84	2737.8	4740.96	3781.5	15953.6	7048.9	10552.1	1818.02	1741.38	1175.32	1912.94	1738.39	7296.89	3992.17	8508.82	5803.28
MGI:1924303	1279.44	4862.95	2995.54	4476.19	42.899	4792.42	3849.54	6031.85	11040.5	9784.89	3715.49	1458.05	1528.84	3146.84	3057.99	5320.39	6689.56	3250.14	962.175	763.224	1455.75	510.973	10262.3	805.417	7286.63	3784.37
MGI:3030891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:892995	1480.1	13968.3	4153.55	8183.93	5.867	8978.54	4469.1	21201.6	3230.42	22868.1	8927.14	3545.56	6240.37	4710.92	3777.52	13101.5	2602.69	7489.15	1711.4	777.395	2399.56	1899.15	12205.8	1005.62	12631	953.583
MGI:1915806	1168.55	4750.37	1508.44	3636.38	1291	2726	9579.01	1532.96	1195.75	2299.88	2102	1169.91	1799.93	1224.48	4141.16	4428.06	920.347	879.675	872.482	544.556	1028.08	579.132	3990.58	1438.73	5623.98	382.053
MGI:3513977	181.053	782.203	301.362	251.158	0.001	289.001	679.211	1711.35	532.401	1062.93	637.806	137.874	13.037	396.764	333.633	614.177	616.261	466.367	84.053	173.09	89.03	3.002	2217.48	131.158	1007.14	243.481
MGI:2146005	162.04	1826.68	331.719	830.249	71.357	664.576	128.525	267.712	5370.33	329.295	463.572	232.76	177.972	230.446	114.181	1256.72	3798.34	109.661	235.732	67.022	125.551	54.428	765.649	60.59	1835.95	1592.71
MGI:96016	183.374	562.175	201.466	0	0	13.2	8.727	0	0	1966.48	4438.41	1148.13	6849.95	70564.9	1866.99	213408	176.562	0	4.076	138.883	0	0	264.803	0	958.902	0
MGI:1933384	211.865	1912.23	522.55	5570.24	9.193	11311.9	5242.69	6326.14	957.183	7214.95	10297.7	3287.6	464.656	592.761	4880.06	2048.99	846.665	2511.14	1144.56	94.647	2273.16	79.282	2780.88	960.775	1431.8	357.383
MGI:3030718	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MGI:1926264	594.091	438.782	527.468	280.954	25	227.805	175.478	886.122	5624.83	623.933	395	119	14	223	151	215.183	2320.98	243.684	66.027	299	127.073	3.028	679.49	99.148	372.325	1961.01
MGI:1918667	1194.11	9674.91	2363.32	7515.35	2042.11	5026.5	4259.77	8935	7094.78	13286.3	4667.98	2440.94	3739.88	2536.15	4506.21	10116.7	6196.49	3794.84	1611.13	505.19	1161.05	1028.03	7650.81	1152.2	10761.9	1991.01
MGI:5621366	218.75	2391.84	1799.91	6566.02	13912	7931.6	734.731	3970.1	4014.73	2935.06	12648.6	1741.22	15494.8	2364.93	552.471	1686.27	3475.48	1032.54	1174.36	35.92	2030.88	4936.19	2988.62	165.356	1787.03	1422.93
MGI:5589350	1	0	0	1	0	5.004	0	0	4	4	7	1	0	0	0	0	13	0	0	0	0	0	2	0	0	3.006
MGI:3030558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MGI:1919790	309.482	3973.76	929.809	2590.88	2.012	1547.59	1485.93	1505.86	1450.41	2105.07	1297.93	1067.06	1952.83	930.473	1102.82	5485.39	1052.28	554.047	592.592	152.736	496.636	850.64	3121.46	335.472	5093.19	492.681
MGI:1921691	1.174	23.001	2.213	10.238	19.1	9.407	20.77	41.129	11014.3	31.408	6.833	5.01	14.767	9.18	26.154	31.694	5716.18	7.085	4.671	0.921	10.232	2.19	21.705	3.071	29.679	3315.31
MGI:2140367	535.605	2199.69	866.704	879.27	2.054	2306.35	2183.38	1729.06	799.543	1413.48	1835	243.75	1240.05	788.734	1691.84	1528.5	737.702	507.421	232.673	265.943	685.49	446.048	1716.02	454.388	1694.13	243.109
MGI:1921614	3.963	0	0	0	1	1.313	0	2.413	379.167	2.221	4.612	0	1.1	0	0	0	488.629	1.313	1.135	0	1.22	0	0	0	1.188	112.423
MGI:1915582	459.579	1545.42	312.766	852.061	844	2811.14	927.234	595.095	562.734	728.003	2128.06	632.451	971.647	532.772	781.857	1349.14	640.639	142.158	310.76	148.442	595.039	235.315	917.789	258.979	1125.83	186.748
MGI:2444725	154.917	4805.59	949.15	773.259	0.011	49.582	0.244	0.014	0.006	0.013	60.369	419.497	0.07	920.033	0.118	5197.16	0.002	0.021	312.641	127.344	0.105	0.12	2107.29	0.189	5820.71	0.047
MGI:97440	1	6	2	2	0	3	0	3942	467	3919	2	2	0	2	3	12	321	1410	1	0	1	0	1	0	1	85
MGI:1914255	328.134	1864.5	649.165	1444.36	0	885.191	1095.62	2196.72	681.008	2140.35	1138	492	903	902.003	906	1254.01	449	847.588	350.14	203.05	273.171	280.482	1349.75	259.105	1809.17	334.218
MGI:3780205	23.346	52.411	27.931	41.372	64	31.56	10.118	25.768	23.736	33	24.157	21.997	27.043	32.001	27	35.979	17.986	38.536	35.963	33.868	46.938	11.637	32.227	15.997	29.965	23.83
MGI:1917244	658.066	4350.89	1725.43	5731.68	6496.89	5265.99	3834.41	1890.19	1103.5	2039.23	2685.11	1614.66	10771.5	1451.36	2585.65	3535.91	798.818	776.926	1085.73	197.666	1072.14	3707.94	3292.35	668.838	4225.74	259.11
MGI:107495	267	3	496	145	8	3	0	0	9	4	20	105	6	784	0	0	2	0	65	12	0	2	4157	0	3	2
MGI:1913514	165.27	899.43	264.689	207.859	263.074	337.767	864.502	759.25	626.326	1953.34	799.929	282.803	363.368	851.169	1060.42	1931.38	827.616	311.71	139.306	79.234	119.037	116.085	948.146	124.181	1130.9	216.437
MGI:107486	1063.84	2949.97	1237.02	3329.29	2687	3686.76	1959	1607.83	974.565	1480.21	3492.03	1444	2640.03	1569	1819	2250.51	718.93	474.042	822.678	542.001	1133.09	880.059	2625.49	602.427	2755.01	310.793
MGI:2138209	833.237	2949.48	672.442	2448.73	0.005	4011.55	2082.07	902.054	1755.09	1504.56	4042.76	976.401	3747.1	901.315	1738.33	4555.02	2348.66	377.608	582.881	320.677	1454.05	1235.91	2128.43	569.706	3379.69	338.557
MGI:2153482	72.064	455.758	123.094	265.023	1.598	197.68	68.916	206.199	240.457	459.912	289.208	124.163	288.481	194.075	137.56	453.8	274.944	169.379	92.932	37.007	66.851	143.092	584.17	41.45	453.607	134.583
MGI:1913480	1565.32	10866.8	2153.98	9377.34	5366.08	7689.89	3175.54	3492.49	5371.13	3398.88	4081.28	1866.53	3116.25	4140.21	2881.23	11036.7	4177.07	494.472	926.36	583.452	734.873	645.145	11874.6	835.405	16328.2	1399.8
MGI:3651514	2.157	7.911	31.167	3.173	1.03	12.279	23643.9	4.681	29.824	7.745	4.985	0.013	3.613	28.64	22280.6	12.731	30.35	4.022	5.02	0.005	1.018	2.023	346.743	4613.3	11.171	3.284
MGI:109440	1	84.855	6.156	1	0	15.002	0	0	2.211	3	40.188	0	10.004	22.926	0	39.928	0	0	1	0	1.225	0	4.046	0	106.452	0
MGI:2138069	382.149	1976.02	508.542	252.478	13.917	425.721	308.239	2252.43	610.056	2309.16	566.003	178.825	66	342.113	198.004	1641.55	151	847.69	124.291	54.471	78.117	7.008	614.345	66.891	976.588	110.357
MGI:1914763	167.078	2857.52	556.434	1102.32	0	2100.55	147.027	817.944	263.595	1276.38	2307.24	1023.69	811.712	1027.07	176	2982.15	431.989	365.03	459.032	129.083	612.284	168.454	1803.6	46.535	2111.69	62.356
MGI:1913621	131.391	73.374	214.075	3823.39	13.385	550.517	61.047	37.149	75.788	53.925	333.01	966.015	47.196	173.1	35.044	30.568	28.378	15.076	730.434	67.414	153.041	58.079	491.276	26.066	45.689	5.014
MGI:2141989	141	1475	194	941.001	431	800	716	590	666.243	813	719	483	828	324	602	1458	748	311.729	436	105	287	313	708	278.374	1721	239.013
MGI:1194504	20.016	2712.78	33.079	336.091	2	3493.83	16.02	33253.4	60.297	13130	3907.37	245	131	22.054	26.003	3761.11	40.202	5288.97	126.999	7.001	1079.62	20.04	82.681	0	5193.3	9.002
MGI:1925752	564.669	495.632	1160.99	627.5	0	1183.45	565.547	392.088	737.527	766.331	1487.24	364.161	75	1712.65	585.265	633.692	897.461	148.181	179.143	307.302	272.317	17.041	2367.73	97.783	445.719	197.141
MGI:2444800	6.059	140.632	87.311	0	1.257	22.024	1.085	357.356	1317.49	415.959	296.839	2.418	2.011	45.133	8.008	59.988	849.62	225.469	0	1.007	52.363	1.139	173.231	0	147.216	388.178
MGI:3030155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:96929	0	0	0	0	0	0	0	23	4.001	40	0	0	0	0	0	0	0	1.013	0	0	0	0	0	0	0	0
MGI:1929977	8	13	88	0	0	0	2	6	0	15	5	1	0	102	5	16	0	0	0	0	0	0	173	0	0	0
MGI:2442798	8.385	30.604	34.742	196.65	76.503	8.429	10.505	24.14	16.337	26.538	30.707	20.005	341.528	43.104	4.03	111.246	3.006	1.291	13.105	5.008	2.004	27.047	139.943	31.386	133.068	3.026
MGI:2442953	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1860297	476.209	1889.29	490.754	437.125	16.803	410.087	221.637	17285.4	11242.9	15379.6	454.064	324.027	117.854	758.644	327.611	1696.13	11630.3	5811.02	190.687	218.088	103.001	34.318	2573.92	129.454	1887.39	4508.83
MGI:3702408	41.412	21.873	48.65	39.781	229.466	71.246	52.787	250.621	152.909	297.302	102.261	9.493	47.122	69.84	134.66	31.067	57.155	76.979	11.95	3.999	8.156	11.582	299.744	33.83	92.019	28.6
MGI:1933165	180.185	4423.95	1003.38	5402.34	377.09	1073.4	470.153	676.938	4087.26	956.022	937.234	1397.98	582.326	1029.02	469.001	4745.72	4141.81	278.368	823.224	119.061	198.344	159.264	3442.27	129.663	6803.41	1158.84
MGI:1921968	183.719	593.408	205.64	796.189	329.176	647.275	394.142	2168.66	209.075	1867.12	630.019	210.109	168.001	302.982	347.098	412.136	196.842	745.204	150.194	102.224	220.948	75.158	609.574	177.718	454.089	82.218
MGI:1891351	86.633	574.204	11494	353.792	4.319	176.914	250.103	55141.8	13192.8	69175	180.047	275.193	59.048	9113.46	688.353	742.577	18518	20420.7	280.919	63.373	90.516	16.089	54043.9	260.011	541.905	5446.49
MGI:106512	1717.94	10490	2633.93	4650	2393.99	4779	2901	1854.97	1713.96	1883	5036	1767	1880	3440	1757	7697	1034	591.75	1305.97	932.993	1306.99	573.984	6250	783.985	9359.99	566.95
MGI:1931457	6.014	36.028	193.531	2990.36	1743.49	2344.88	2.004	7.019	16.518	6.2	1262.12	1531.66	1341.97	239.219	2.303	37.317	17.131	6.687	1352.03	4.964	756.978	671.628	577.888	1.086	41.133	7.858
MGI:1919010	2	10	4	16	7	177	0	1168	3	915	661	21	8632	0	3	2	8	44	9	1	105	5297	13	2	6	1
MGI:1925022	20.023	164.649	44.44	613.415	1.006	1718.71	46.94	602.282	8167.21	911.045	1235.73	491.409	1.017	36	25.022	192.272	6214.82	291.97	154.04	9.003	784.029	2.001	104.431	23.102	161.084	1775.85
MGI:1355319	461.483	1854.4	539.731	1895.47	6.508	959.027	844.275	1140.95	1138.99	1530.68	759.477	611.272	500.865	502.849	628.872	1376.21	1132.18	519.335	534.002	228.207	266.36	195.477	1030.47	265.559	1391.27	540.251
MGI:3704385	17.555	76.094	38.009	72.743	3	56.93	8.2	42.161	81.727	21.748	38.509	24.506	12.306	35.547	8.161	38.64	74.474	13.404	20.914	0	0	1.487	32.629	2.439	33.464	11.381
MGI:101919	1815.16	11698.8	5355.79	11121.7	383.76	15754.5	3748.31	8812.01	9288.35	9051.08	12196.5	3454.79	6527.78	4786.51	3770.87	9899.45	3708.74	3317.32	1914.79	799.373	2851.6	2295.29	10219.7	1019.43	10953.9	2859.47
MGI:1859854	167.815	436.468	45.128	91.905	1.001	214.011	416.293	439.05	356.638	626.123	72.075	36.012	6.001	44.015	33.107	91.022	347.586	276.119	52.111	97.003	70.234	1.005	331.812	62.219	490.03	158.053
MGI:1929865	4978.43	3717.51	2833.11	9945	6.303	10523.3	8474.74	4095.2	2850.83	3848.3	7828.3	1682.62	2351.97	2171	9197.03	4617.18	1435.54	1425.36	1776.3	2113	3370.39	3404.41	7066.95	3302.78	5405.86	561.506
MGI:1919305	1812.74	9097.2	4022.77	7895.12	6982.21	14933	3449.58	3902.61	7205.03	5748.51	12058.7	5719.97	10489.1	4354.23	2857.91	12931.7	7842.96	2005.03	2828.32	1018.07	5392.65	3129.94	18477.8	1917.86	14018.5	2682.17
MGI:3576095	0.98	0.015	6.02	287.113	662.389	161.288	0	0.013	63.152	14.938	209.233	63.174	58.709	3.077	0.001	2.017	26.882	0.988	10.218	0.914	0.012	45.251	4.33	0.002	0.014	0.009
MGI:1917739	30.097	209.54	53.444	64.052	0	112.026	22.118	98.026	34.158	120.002	148.485	21.246	71.985	77	27.072	194.016	34.159	22.044	29.445	13.034	42.177	25.061	161.033	10.004	252.518	6.04
MGI:1925188	821.621	10052.1	2992.66	4654.13	719.062	3163.5	2713.18	2302.4	1810.07	3944.52	3455.57	2235.11	1983.63	3800.55	2234.89	10832.2	1873.23	879.109	1060.26	331.675	809.313	568.906	10216.4	1172.67	16681.3	580.741
MGI:2141990	1.001	191.628	5.033	24791.3	23.054	10516.4	1	37.011	22.149	83	11013.4	10721.3	23221.2	26	0	61.317	24.093	29.015	5277.46	1.001	3642.97	7040.66	19.027	0	76.667	9.996
MGI:3779469	12.448	1243.19	297.984	214.93	115.116	417.658	31.48	355.44	203.46	20.893	27.848	249.623	129.43	344.862	13.242	1753.12	35.921	10.453	47.84	5.198	68.528	38.064	429.69	5.386	1959.6	35.154
MGI:1891227	999.253	3059.95	993.846	5976.08	5	3469.88	1982.94	1488.65	2479.36	1611.03	1970.3	4431.65	3859.48	882.993	1036.02	1380	1960.26	868.241	3486.07	603.67	1922.46	1472.33	2715.22	977.4	2409.59	885.672
MGI:2159566	35.974	168.941	54.36	172.48	35.728	189.375	156.446	14055.9	1196.89	17677.7	495.018	142.302	108.115	131.404	336.759	220.953	949.815	5554.03	36.373	12.138	61.997	26.23	174.78	128.496	94.657	198.388
MGI:88476	4014	7261.59	11750.3	831.067	45.596	3465.68	1482	1031.21	1131.96	729.652	2272.13	377.935	37925.1	4116.92	763.263	3836.32	389.698	239.491	437.798	1571.02	1282.65	21496.9	17158.2	380.315	5755.06	356.046
MGI:2143575	196.827	45.246	113.129	232.731	4451.67	17434.6	535.019	99.703	216.96	141.361	15217.1	126.22	4290.35	113.882	617.487	35.759	183.986	69.306	71.805	63.608	3812.46	1606.81	246.119	207.317	48.93	58.217
MGI:1351614	3014.76	3086.22	3891.07	1006.32	462.049	1901.09	23760.8	1756.23	230.308	1391.49	1768	571	379	4124	17162.7	1834.99	122	525.396	523.059	1523.94	501.29	116.003	8213.27	5157.86	2627.02	77.502
MGI:87965	1.051	31.311	41.488	111.706	14.753	23.091	9.714	39.986	614.137	40.216	15.977	128.979	4.05	77.181	19.02	19.821	462.585	13.156	73.123	1.016	6.795	1.135	108.732	4.792	26.088	220.562
MGI:3648288	17.093	11.508	1.543	21.192	3.79	12.866	4.722	0.015	1601.22	4.488	3.543	4.204	5.022	0	6.034	0.998	939.687	3.782	9.175	4.107	38.791	0.001	16.161	9.638	10.036	587.731
MGI:2441730	1275.62	16479.5	2770.41	6793.58	485.188	6038.6	3074.75	6817.95	7551.18	6708.31	5245.67	2195.93	2736.17	2628.41	3037.9	9922.82	5560.89	2691.19	1344.52	437.191	1427.9	925.284	6509.64	1159.7	10448.1	2300.18
MGI:1921423	1788.14	9158	2816.42	7106.85	2814.56	6855.84	23617.4	9588.81	2340.11	9251.93	6934.51	2308.85	4246.85	3827.26	17837	7009.22	2162.1	3546.84	1438.23	1026.02	1474.47	1311.87	8185.84	3604.41	8337.58	755.411
