Name	heart1	spleen1	lung1	colon1	liver1	kidney1	skeletal_muscle_tissue1	brain1	testis1	brain2	kidney2	colon2	liver2	lung2	skeletal_muscle_tissue2	spleen2	testis2	brain3	colon3	heart3	kidney3	liver3	lung3	skeletal_muscle_tissue3	spleen3	testis3
MGI:3779875	7.283	55.779	10.128	65.539	12.364	16.04	15.082	21.858	24.148	20	21	17	10.017	21	16.009	55.062	22	7.225	12.083	8.006	15.751	5.01	67.424	1.001	79.074	14.062
MGI:3781909	0	14.606	4.093	17.307	5.344	4.517	0.984	11.242	90.697	6.53	3.643	4.044	2156.72	7.24	3.89	8.115	71.081	3.043	3.057	0	2.16	14.116	19.234	0	1.007	19.653
MGI:3780547	4.001	8	4.001	2	0	0	1	57	85	47.006	0	3	2	5	0	5.001	82	10	1	3	0	1	3	1	5.004	34
MGI:3780541	9.078	30.462	4.019	29.96	118.877	36.363	73.944	209.234	288.134	112.623	19.808	6.004	57.05	17.703	43.533	39.465	184.879	12.316	15.081	13.215	16.844	2.043	17.115	22.686	44.921	70.765
MGI:1925729	0	0	0	1.426	0	0	0	0	157.87	0	0	0	0	0	0	0	140.619	2.502	0	0	0	0	0	0	0	85.582
MGI:2443762	2	1.002	3.024	2.001	0	3.042	6.001	410.172	5.007	430.232	3.001	0	0	3	5.003	9.009	1	171.162	1.003	0.864	1.038	0	4.002	0	6.017	1.067
MGI:3782293	76.982	310.006	118.948	101.383	16.574	62.691	77.493	87.691	144.128	138.955	75.824	84.09	16.431	140.344	99.36	183.159	104.665	32.658	65.673	36.779	13.148	5.253	310.302	60.638	189.78	46.689
MGI:3782387	17	11	11	5	9	30	25	130	385	114	48	6	70	22	47	26	291	22.001	3.594	2.005	3	3	13	5.002	3	76.001
MGI:1918640	0	3.01	0	67.342	9.577	89.539	0	1.006	13.316	6.337	135.109	22.763	1	4	3.97	9	17.205	0	12.201	0	19.601	0	1	0	1.001	4.036
MGI:1922528	0	0	0	0	0	0	0	0	254.153	0	0	0	0	0	2	0	883	0.958	0	0	0	0	0	0	0	68.603
MGI:2443505	1756.38	21281.4	1907.35	9478.71	17.487	5553.02	3622.23	2108.35	9474.32	2196.12	4699.17	4910.45	4181.49	3807.14	3857.86	12237.1	6519.26	1115.84	7818.96	2828.63	1802.53	2045.33	16855.1	1242.99	47515.3	4402.68
MGI:1924606	1.241	56.458	11.669	19.206	9.928	21.399	5.139	40.176	46.099	85.625	71.443	14.142	14.705	12.831	19.025	43.711	80.121	11.854	3.334	0	7.352	2.055	13.008	2.037	23.999	10.444
MGI:3045361	7.001	6.013	8.002	0	1	8.002	119	13.137	27.423	18	28	1	2	5	98	15	29	3.035	1.001	1.001	3	0	39	17.058	22.011	7.004
MGI:3642506	4.001	0	1.003	4	0	0	1.001	0	4.015	0	1.07	1	0	0	3	0	1	0	0	0	0	0	5.001	0	0	0
MGI:1922495	0.001	63.332	0.009	22.262	5.394	19.162	7.873	22.045	165.032	4.485	0	2.001	1.001	1.003	0	3.253	83.94	3.792	2.481	0	0.006	0	6.351	0.004	3.536	67.924
MGI:3781020	2	2512.16	20	52	4.001	3.001	3	1	0	1.004	7	80	19	136	4	1794.63	1	11.645	91	2.001	0	4	97.007	3.034	1116.9	1
MGI:1916461	0	0	1	0	0	174	216	1	109	4	368	0	0	2	722	0	220	0	0	0	43	0	3	38	0	44
MGI:2443792	0	0	1.001	1	0	4	0	37.089	3	21.043	6	3	0	0	0	0	1	13.148	0	0	1	0	1	0	0	2
MGI:2444369	14.606	97.389	49.886	56.704	35.636	1569.03	20.32	913.84	1550.6	988.52	1238.33	32.317	35.192	66.551	22.739	165.954	1064.21	201.07	26.521	3.045	189.274	6.312	141.517	18.043	60.045	438.712
MGI:1918221	1.004	11.539	8.462	7.588	3.022	16.777	4.427	43.888	62.52	19.401	8.06	0.011	0.995	0.202	0	21.332	49.778	8.373	1.223	0.004	5.025	0.037	11.676	9.106	7.013	14.112
MGI:3642714	1	14.297	0	3.003	0	1.005	6.003	8.002	18.019	12.009	4	1	0	0	5.003	44.029	13.54	5.005	3.004	1.001	0	0	0.004	4.01	20.066	6.014
MGI:1923250	36	111	36	62	2	195	117	135	30	182	156	52	36	34	83	98	38	49	26	22	27	15	161	29	97	7
MGI:2444743	0.084	0.042	0.077	0.033	253.159	0.051	0.024	0.025	111.646	0.033	0.044	0.025	0.031	0.056	0.03	0.046	123.343	0.018	0.023	0.023	0.06	0.03	0.035	0.042	0.043	27.974
MGI:1925003	0	5.956	0	0	0	0	0	7.795	39.001	3	0	0	0	0	1	0	60	0	0	0	1	0	0	0	1.001	38.135
MGI:3801931	0	38	6.003	3	1	1	3	4.001	1958.81	4	1	0	7.002	6	40	23.008	1448.9	2	1	1	2	1	10.007	0	18.01	739
MGI:1916058	0.001	0.001	0.001	0	0.002	0.001	0	0.004	0.002	0.004	0.002	0	0.001	0.002	0	0.001	0.002	0.004	0	0.001	0.001	0.002	0.002	0	0.001	0.001
MGI:1922550	1	2	2	6	0	6	0	4	16	1	0	0	0	2	0	0	11	4	0	0	0	0	0	0	1	4
MGI:3590517	0	1.085	0	3.37	0	0	0	0	34.768	0	2.014	0	0	0	0	0	134.543	0	0	0	0	0	0	0	1.083	29.868
MGI:3705194	8	5	4	6	2	5	1	4	169	2	14	8	3	12	0	20	240	0	1	4	1	2	14	1.998	17	85
MGI:1916940	7	18	8	16	0	15	22	33	34	22	21	7	5	13	13	14	15	9	0	2	5	1	43	13	8	11
MGI:1922171	1105.37	5345.76	2027.28	2417.66	2844.24	2401.16	1375.75	3406.42	1536.37	3449.84	3144.45	831.961	3250.47	2402.26	1385.2	3079.23	1062.57	956.514	550.542	506.144	641.892	655.883	5989.49	282.079	4469.28	399.697
MGI:1921242	0	18.44	9.385	1.005	1.019	1.019	0.001	4.487	158.348	2.208	1.006	1.089	1	8.005	0	1.019	117.108	0.001	0	1.001	0	0	2.242	2.012	3.812	46.695
MGI:3642355	1416.43	2266.41	371.693	369.999	355.506	1031.38	1510.5	719.66	1681.35	1128.48	1609.85	124.836	434.336	566.034	1597.41	1570.23	1271.54	322.327	125.152	408.516	301.218	151.291	1768.24	280.949	2287.16	537.467
MGI:3644242	43.582	57.471	28.022	37.134	84.755	95.108	49.631	65.183	252.655	66.943	29.879	7.459	13.433	26.647	12.053	38.375	261.902	30.612	15.324	19.751	7.467	18.637	48.776	8.15	29.777	53.631
MGI:3642527	47.317	694.923	143.662	163.35	103.832	1805.01	44.514	86.186	711.066	129.606	1324.26	30.695	323.259	137.344	39.461	87.633	491.846	23.97	136.62	35.563	63.13	355.474	528.336	0.013	503.188	211.756
MGI:1924187	1.001	28.07	5.007	15.098	0	18.004	1	32.672	152.198	52.7	22.727	11.726	5	5	1	38.995	235.97	15.017	1.003	0	0	2	10.053	0	31.525	87.108
MGI:2442237	13	139.001	22.075	77.001	4	27	5	130.992	118.439	199	25	37	8	14	8	343	162.392	178	35	7	15	8.098	220.001	3.016	683.662	39.984
MGI:2442339	1.004	0	2.008	1.413	20.47	0	0	26.748	6.141	40.629	2.151	1.029	106.093	5.283	2.095	5.985	33.004	1.012	0	1.011	1.003	0	1.017	0	1.005	45.721
MGI:2444635	0	20.214	5.002	33.699	0	17.001	2	35.098	76.189	307	10	7	0.802	3	0	16	157	11.008	6	3	5.025	1	8.001	1	11	23.012
MGI:1913959	1.003	19.748	4.028	15.62	0	23.796	5.136	1.04	995.215	5.175	9	8.308	1	16	3	8.397	1216.31	3.01	10.049	2.009	4.012	0	21.727	0	16.343	378.91
MGI:2664395	37	13	21	2	20	55	66	21	10	24	80	6	23	9	73	18	11	17	10	23	29	27	112	8	12	2
MGI:2442428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1917202	0.002	0.019	0.002	1.414	1.017	12.514	2.033	1354.23	16.227	1169.29	1.999	0	0	1	3	0.02	15.767	246.425	0.003	0.949	14.055	0	2.277	4.05	4.293	5.199
MGI:3641968	0	2	0	0	0	0	2	0	6	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	3
MGI:1924475	3	30	8	13	2	17	23	29	27	28	8	4	4	11	24	30	32	9	3	2	7	1	42	4	36	17
MGI:3641830	30.669	0	11.859	116.692	0	0	100.627	35.789	0	0	0	0	6.095	0	0	0	0	0	0	12.896	21.223	0	0	0	0	0
MGI:3642011	8.04	56.634	32.4	33.25	6.024	6.018	13.21	323.843	200.109	412.354	4	35	9	23.082	16.026	74.001	166	151.95	14.457	12.12	6.064	0	28.415	7.914	38.217	72.129
MGI:1925447	34.48	201.161	37.454	66.746	36.916	64.816	32.822	507.719	3789.13	436.872	37.041	25.517	9.228	36.775	21.924	35.575	2444.8	236.07	29.871	28.109	31.526	4.252	100.419	35.98	70.224	1584.98
MGI:3698049	0	16.824	33.363	7.392	0	2.629	0	2.437	0	0	0	5	1.403	18.27	0	95.684	15.795	1	1.439	5.449	0	0	249.843	0	48.43	8.224
MGI:3642483	26.556	63.284	19.597	2908.39	1.276	5774.85	69.382	475.343	62.408	577.99	8560.98	969.837	2413.34	16.49	11.864	32.3	71.885	196.377	671.313	6.021	1625.03	1043.51	35.503	57.939	61.422	19.167
MGI:1916772	28.105	16.128	4.005	7.036	0	2.209	72.202	740.947	98.616	971.14	3	0	1	2	54	9.004	58	298.033	0	11.001	3.004	0	11.941	13.015	8.028	22.992
MGI:3643465	8.846	0	0	0	0	0	11.141	0	0	9.204	1.797	0	0	5.66	22.588	0	0	0	0	0	0	0	0	0	0	0
MGI:1916798	605.33	4723.71	518.255	947.332	190.043	592.02	1596.24	919.588	636.509	1230.36	635.12	361.003	550.185	763.608	1468.05	6441.83	628.918	258.261	242.448	246.963	92.118	141.411	1745.21	233.155	5010.37	161.87
MGI:3781773	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	1	2
MGI:3781404	8	5	15	15	36	136	10	72	162	103	37	0	33	1	3	7	170	20	0	1	15	19	12	0	9	35
MGI:3041236	5.398	11.287	46.108	0	35.176	7.972	3.26	17.581	8.024	24.114	10.034	2.853	75.99	35.063	0	11.319	0	10.061	3.447	5.349	0	24.168	352.918	5.418	7.124	0.917
MGI:1918184	0	0	0	0	0	0	0	0	5013.07	0	0	0	0	0	0	0	1707.21	0	0	0	0	0	0	0	0	1149.1
MGI:2670968	0	0	0	4.587	0	1.616	0	0	0	0	1.338	0	7.116	0	0	0	0	0	1.508	0	0	0	0	0	0	0
MGI:1914543	0	0	0	0	0	0	0	494.705	42.941	760.643	0	0	0	0	4	0	8	354.112	0	0	0	0	0	1.015	0	2
MGI:3642033	0	0	0	0	0	5	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1918094	0	0	0	0	0	0	0	0	5.642	0	0	0	0	0	0	0	47.367	0	0	0	0	0	0	0	0	4.566
MGI:2443237	80.115	609.12	576.093	202.206	15.266	78.259	209.225	3208.5	456.494	4258.96	60.005	132	38.006	492.011	136.107	1780.49	413.101	1149.31	73.384	54.022	12.798	5.762	1242.7	23.128	1573.97	76.892
MGI:1921326	52.532	188.722	164.98	147.764	81.574	594.465	224.59	573.543	6566.48	916.721	347.171	90.006	57.746	211.072	116.324	292.358	6013.81	174.268	48.043	26.927	117.71	27.113	583.663	27.092	276.021	1642.25
MGI:3643118	0	0	0	0	0	0	0	1273.76	162.742	2356	0	0	0	4	3	0	427.919	354.074	0	0	0	0	0	0	0	47.042
MGI:5595882	3.036	355.248	118.603	121.712	3.683	317.878	13.028	41.414	189.022	60.766	471.353	175.586	131.019	123.841	23.871	1680.53	97.737	7.734	23.207	2.005	13.614	34.303	149.867	5	270.525	9.624
MGI:3782604	35.304	224.778	92.324	242.639	0	182.659	17.018	427.796	1602.3	406.888	155.96	134.364	15.099	121.806	23.031	167.288	1014.44	159.678	95.197	11.002	42.919	7.013	279.689	7.01	176.966	583.709
MGI:4936971	0	0	0	3.005	4.897	0	0	0	1.109	0.971	0	2	11	0	0	0	9.088	0	1	0	0	7.008	0	0	0	2.004
MGI:1921962	0	2	0	1	0	0	0	7	905.001	5	0	0	0	0	0	0	1084	3	0	0	2	11	6	0	0	387.237
MGI:1919919	6.015	181.855	43.025	40.209	0.036	36.717	55.115	612.949	372.685	840.023	37.01	11	5	34	63	146.07	391.145	208.44	15.21	7.014	5.984	1.002	74.492	15.071	122.684	144.327
MGI:1914088	146	419	94	107	1	289	888	153	3128	277	308	112	35	147	707	561	3593	88	71	86	54	5	408	121	382	1455
MGI:3704384	0	0	0	0	0	0	1.601	0	0	0	1.377	3.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1925653	8	61	7	6.002	0	0	11.004	30	6.005	90	18	6	0	25	27	59	5	6	4	10	1	0	18.008	5.004	29	4.001
MGI:1913543	113	1649	201	522	0	753	138	128	432	242	627	337	204	259	126	1014	397	79	262	89	248	64	439	57	1386	124
MGI:1916667	0	0	0	0	0	0	11.001	0	1412.56	0	0	0	0	0	9	0	856	0	0	0	0	0	0	1	0	414.032
MGI:3045382	0	0	0	3.999	0	0	1.316	1.079	235.533	5.019	1.155	0	1.005	0	1.005	2.007	411.114	3.027	5.192	0	0	0	1.374	0	3.249	79.468
MGI:3651889	16	35	39	31	0	74	64	104	20	99	80	20	18	32	30	29	12	10	0	0	9	0	0	0	0	1
MGI:1924382	11.069	30.566	125.16	14.477	0	40.721	5.239	16.804	5.058	30.012	62.1	20	0	131.021	18.01	17.035	14.218	3.007	7.058	6.533	6.029	2.192	196.895	7.31	15.053	5.234
MGI:3652160	0	1	1	0	0	0	1	1	94	7	1	2	1	0	1	0	64	0	0	1	1	0	2	0	1	27
MGI:3651819	201.112	3433.69	359.149	517.464	150.823	645.781	993.437	1615.33	568.808	3253.94	663.852	242.694	314.72	307.962	585.218	2276.91	329.584	784.179	194.236	37.126	159.724	95.69	954.681	204.168	1774	76.86
MGI:3705166	0	18.887	6.378	40.213	1.888	20.673	0	12.865	4.303	24.853	28.345	48.254	0	23.412	1.804	19.773	1.415	1.434	13.957	2.952	0	0	22.603	0	9.93	1.563
MGI:2441931	35.793	2149.19	307.288	1058.86	83.99	881.698	706.976	558.13	545.739	884.281	753.732	472.547	458.421	275.716	515.986	2822.64	579.795	265.411	285.419	51.291	242.641	146.719	2512.5	155.659	3645.79	92.013
MGI:3649352	0	42.061	3.001	2.012	0	0	1.001	13.055	13.807	10.101	2.013	3	2	0	0	55.001	19.773	5.017	4.038	1	1.001	0	8.701	0	42.492	8.124
MGI:1922645	3.283	62.679	62.885	43.416	7.003	2096.37	109.604	0.001	342.015	0	2752.72	49.466	18.88	93.024	80.454	106.763	444	0	36.539	1.146	448.798	3.223	287.647	46.535	160.771	145
MGI:1921156	15.015	94	16	33	2	25	13	35.006	68	22	16	26	32	13	10	94	46	14	12	2.017	2	10	36.011	4	180.002	15
MGI:2444057	5.002	3.001	10.75	4	2.5	3.017	2	7.641	6.588	26.574	5	0	0.001	11.818	0	6	2.303	3.559	1	1	1.704	1	22.881	0	3.951	4.315
MGI:1924865	131.258	478.013	139.083	334.229	0	384.208	342.241	466.278	3254.34	307.081	161	28	28.201	62.001	157.096	128.001	3894.02	212.368	61.124	48.087	70.997	31.843	507.717	70.059	432.296	719.232
MGI:1925841	63.61	54065.8	573.661	1528.74	0	93	40	18.041	96.044	62	136	1963.38	220	1819	56	38468	140.001	19.205	1660.67	62.99	21.021	32.03	2070.72	14.047	28018.6	55.774
MGI:1917159	73.375	392.103	909.435	345.845	2.145	1426.59	172.839	59.681	1107.26	160.613	1381.05	244.237	1006.28	715.488	191.615	921.397	1134.01	6.808	195.399	70.392	251.57	311.984	5078.62	66.193	1059.47	314.225
MGI:3782122	0	0	0	29.607	2.705	0	0	54.454	826.459	104.539	0	27.004	0	0	0	0	615.572	18.973	19.961	3.156	0	0	0	2.635	0	314.056
MGI:1917307	0	3	6	4	0	6	6	113	3	215	5	4	2	11	7	10	5	58	7	1	2	0	17	0	5	0
MGI:1914348	610.502	1064.03	1236.89	5024.77	0	3399.61	2188.44	1231.42	558.124	2348.06	4122.21	1793.1	5312.19	1622.98	2076.2	1158.56	473.25	691.587	946.547	324.472	878.773	1332.44	3302.87	485.694	1323.85	153.486
MGI:3652304	5.681	42.948	0	21.479	6.642	14.19	3.562	10.269	70.859	5.155	8.018	2.04	1.002	0	0	1.138	49.422	1.025	2.037	0	0	0	5.08	0	2.101	12.389
MGI:1913706	124	1001	138.073	271	1	179	90	515.933	514	518	305	169	172	248	108	1031	756	168.001	112	72	39	62	452.001	27	893	275
MGI:1916471	161.315	1901.87	282.099	647.292	1.001	223.037	183.034	428.27	332.44	284.101	92	228	102.001	181	57	653	150.002	217.029	336.625	107.044	123.228	96.101	677.501	69.091	1890.07	164.018
MGI:2443570	0	0	0	0	24.49	38.155	0	0	1155.75	0	26.917	0	0	0	0	0	1067.09	0	0	0	0	0	0	0	0	532.592
MGI:1921726	133.44	945.888	233.589	298.172	1.496	501.795	155.625	740.842	378.331	2068.13	858.542	280.111	351.596	370.825	192.503	954.274	663.705	739.038	163.642	93.358	241.347	88.235	952.283	26.556	971.087	311.057
MGI:1919453	65.892	267.975	290.191	165.172	197.012	191.194	162	211.151	73	493.711	387	81	583	563	260	522.001	86	18.056	3.002	8	9.299	23.005	180.099	0	227.558	3.006
MGI:1922944	115.122	1742.75	135.841	369.568	276.924	618.467	143.131	383.544	4410.56	562.23	775.864	216.412	530.213	410.028	132.047	1974.75	4389.41	219.609	203.819	68.568	143.925	165.222	802.447	73.261	1599.22	1289.62
MGI:1920585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:2442478	1	6.022	23.12	0	0	1.131	4.023	30.485	92.804	156	9	0	3	82.949	2.935	20.285	84.419	46.03	0	2.008	6.002	0	87.62	0	4.058	32.835
MGI:3588229	0	1.005	0	15.12	0	1.006	0	5.276	10.099	34.03	0	0	0	0	0	0	8.063	1.002	3.008	0	0	0	0	0	0	4.006
MGI:3650407	5.001	2	4	4	0	1.171	3.064	69.012	4.274	66	1	0	0	3	7	2	17	23.022	0	2	1	0	21.708	0	3.418	0
MGI:3805548	690.482	11585.4	212.512	612.168	1	12672.6	3776.74	189.568	1922.91	299.174	13346.2	626.09	1134.94	515.224	2819.81	9395.75	2433.17	74.388	339.866	293.267	3822.68	290.758	664.626	849.137	8830.28	632.819
MGI:1916871	82.364	587.369	163.528	115.798	0	302.014	85.704	470.361	85.34	315.921	380.706	51.294	92.835	252.806	133.479	1010.79	97.729	126.166	54.103	40.37	58.05	47.744	306.336	9.211	584.506	27.118
MGI:3652289	0.001	10.928	11.505	0.001	0	10.051	0.001	168.87	2189.29	205.957	2.127	0.001	0	6.486	1.557	0.001	1949.89	70.348	0.001	2.716	5.574	0	11.355	0.001	36.206	1006.83
MGI:3645749	98.952	19.67	101.069	8.362	2.014	195.649	23.538	167.97	22.527	408.869	244.807	11	9.093	198.272	47.56	25.873	28.519	81.885	11.104	53.811	40.007	2.005	364.865	11.342	23.176	12.055
MGI:2444673	98.997	732.474	161.118	169.612	89.986	417.677	114.52	309.674	930.284	514.407	255.732	64.933	308.734	217.498	133.205	1175.13	985.013	139.958	52.007	46.053	113.155	104.536	680.712	45.516	919.461	180.368
MGI:1919496	1.027	5.071	0	0	0	0	0	5.181	4255.95	12.806	0	0	0	0	6.436	0	4871.03	1.021	0	0	16.22	1.022	0	1.012	1.035	1924.51
MGI:3649372	19.907	17.396	30.548	15.061	1.095	71.455	76.914	81.499	107.568	119.889	57.102	5.027	27.04	31.268	126.076	3.036	47.578	31.298	3.036	4.049	20.153	0	40.366	23.21	23.939	25.113
MGI:2443813	0	142.136	35.03	68.184	12	120.25	3.002	56.011	195.198	81	79	42.001	312	13.016	1	64.544	203.004	24.105	21.04	0	42.005	109.036	100.175	3.002	64.97	121.832
MGI:3802123	23.969	223.272	17.378	12.043	10.246	0	0	0	0	0	11.294	20.007	0	143.238	4.703	8.907	8.362	0	5.318	0	5.08	0	55.056	7.508	0	0
MGI:2144114	1876.73	11727.1	3447.22	8966.08	3101	5997	2808	7908	10706	8512	5795	2919	2641	3479	2568	9391	6398.01	2630.29	1672.17	882.132	985.509	783.093	7683	623.632	10755	2426.18
MGI:3650070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3650071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1918773	276.646	1126.99	253.55	967.918	796.036	1133.02	741.363	896.466	2019.1	1283.44	1113.83	536.792	414.738	328.315	735.21	771.904	1528.87	368.64	295.475	257.118	240.746	159.806	657.052	138.855	885.607	612.49
MGI:2447818	0	41.671	0.008	0.003	0.002	52.656	0.005	0.003	16311.1	0.001	42.586	0.002	6.652	5.007	6.365	183.395	7853.34	0.007	0.002	1.604	22.298	3.538	0.005	3.262	368.176	3934.59
MGI:1918571	14.238	0	7.014	12.826	13.614	2.003	3.012	0	109.263	3.035	5.017	4	73.399	7	2	4.002	72.637	0	0	5.183	3.039	18.49	21.127	1.032	1.948	42.398
MGI:3783105	35	46.966	136.087	28.01	1	28	9	576.088	30.132	635	65	29	24.882	274	8	39.071	35.202	181.282	8.039	28.014	6.922	9.018	447.004	4.043	65.092	12.06
MGI:2445145	6.272	79.092	303.752	33.187	14.097	68.491	11.663	63.203	237.253	95.719	55.832	16.699	5.719	555.075	6.981	28.001	271.888	20.786	18.878	4.814	10.873	3.257	1350.09	18.838	34.521	75.659
MGI:3646787	21.065	21.147	62.375	177.46	1.004	1.075	4.064	6.402	16.387	11.001	0	20	1	63	9	36.424	8.608	2.001	18.103	5.017	8.009	3.012	85.697	8.152	24.551	3.197
MGI:3647678	0.001	0.413	1.016	4.755	2.213	7.267	2.03	11.962	54.902	1.019	3.057	2.005	1.851	0.007	3.045	2.012	30.208	0.003	0.011	0	4.334	0.041	5.45	0.02	5.261	23.767
MGI:1922551	5.938	14.002	3.265	67.003	5.033	6.655	7.39	12.6	209.126	3.758	2.607	44.781	3.941	0.004	1.002	6.008	198.232	1.929	32.496	0.006	1.002	1.883	3.879	9.21	10.826	81.729
MGI:3041208	3.118	50.301	22.838	46.37	9.087	396.222	1.395	4.092	269.067	10.719	397.868	26.063	3541.96	35.934	7.641	67.219	168.211	1.105	12.121	5.052	94.768	990.829	48.907	1.625	29.83	64.458
MGI:1914973	247.152	1766.36	400.281	525.914	261.705	1000.54	343.519	2018.98	8900.17	2442.69	967.616	186.012	289.448	393.004	345.669	1330.96	8833.22	833.751	148.265	113.21	258.111	64.115	1023.64	95.871	1365.04	3104.12
MGI:5009823	49.035	174.514	8.029	10.003	1.231	30.601	29.005	2.001	11.287	2	41.279	3.001	12.777	37	39.01	205	30.019	3.034	0	16.013	3.017	21.463	50.18	2.005	107.464	4.299
MGI:1916252	26.082	27.488	21.238	53.673	0	524.514	51.461	305.143	63.319	375.604	575.381	39.746	89.007	29.96	63.385	30.012	49.962	190.978	20.108	25.645	142.785	59.287	51.698	11.804	32.137	23.467
MGI:3644417	92.289	535.846	58.173	26.007	1.532	39.992	36.552	149.259	173.904	263.579	42.004	26.883	34.978	105.886	10.571	702.973	166.008	87.244	19.753	27.035	5.047	6.734	158.558	4.067	700.905	25.85
MGI:3841250	3.341	23.077	2.469	8.366	173.085	11.244	51.859	9.843	137.801	2.018	6.781	2.232	182.837	0.026	24.599	23.429	211.2	1.056	2.293	3.327	1.158	34.098	8.637	4.206	61.128	25.174
MGI:2686405	0	4	0	0	0	22	0	9	10614	47	5	0	0	0	6	4	2292	3	0	0	0	0	1	0	1	176
MGI:3780839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3045387	0	17.111	3.017	7.343	1.001	1.017	2.002	1	5.098	0	13.006	2	0	4.186	4.149	17.024	11.043	0	1.006	0	2.004	0	7.03	1	14.03	5.022
MGI:3781063	25.019	603.098	76.184	99.082	20.17	127.354	23.002	327.224	1638.55	371.869	106.637	38.068	29.033	100.056	30.02	480.422	1216.8	79.721	15.846	16.006	24.161	0	225.605	16.227	483.575	240.023
MGI:1917253	0	146.144	3.004	15.699	1.016	7.02	3.182	0	1947.98	5	0	4	0	4	0	16.001	1450.22	2.798	2.021	0	1.909	0	3.361	5.07	90.07	632.742
MGI:3604190	2.113	5.306	0	2.483	2	6.21	0	9.144	532.075	20.3	5	1.106	55.85	1.552	6.595	119.99	745.687	21.466	0	0	0	7.151	36.554	0	19.437	172.294
MGI:1920866	13	63.004	12.001	19	0	42.001	1	25.008	1463.97	72	43	22	22	12	5	132	1445	24	6	7	1	12	58.001	0	196	667
MGI:1922178	0	2	0	4	7	4	8	13.028	664.039	18	10	0	3	1.05	4	0	412.675	4.001	0	0	0	0	4	2	3.012	140.028
MGI:2443777	0	485.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1921780	51	0	4	7	0	6	171	83	25	143	2	12	0	3	147	0	31	45	4.056	23	0	0	7	34.002	0	8
MGI:3779452	10.011	14.925	1.004	2.995	0	1	94.038	162.759	15.313	253.442	0	1	0	1.026	103.993	10.857	11	68.035	1.137	1.014	0	0.008	0	13.709	3.227	5.766
MGI:1922811	3	1	9	0	0	1	1	3	451.681	5.079	2	0	0	1	0	0	187.76	1	0	0	0	0	6	0	0	188.464
MGI:2442610	13	87.005	45	210.005	151.053	159.004	21.001	48.009	678.129	58	170	110	141	42	39	147	621	20	28	5.001	39	72	112.005	8.016	137.106	164.033
MGI:3779636	0	6.019	11.011	9.594	0	1.865	1.691	17.068	8.892	26.012	10	3.001	0	10.002	3	1.001	4.001	7.037	1.003	0	3.075	0	13.114	0	14.029	2.039
MGI:1924174	0	15.769	0	6.035	0	18.195	0	1	3.997	1	5.905	4	3.835	3.009	0	62.911	59.565	1.01	1.003	0	3.001	0	4.806	0	33.146	38.64
MGI:3704350	2	0	0	0	0	0	0	9.988	46.156	19.002	0	0	0	0	1.365	0	41.393	0	0	0	0	0	0	0	0	13.832
MGI:1921869	120.635	191.735	104.036	103.779	85.47	190.427	107.447	307.849	3038.45	354.534	161.926	39.115	56.428	118.18	164.27	154.849	2271.51	109.741	42.251	17.598	29.409	21.944	169.23	34.816	154.113	629.029
MGI:3040711	4.982	4.959	13.18	10.435	16.001	57.119	7.686	131.552	140.726	109.176	40.672	4.965	41.312	0.002	7.698	13.368	114.925	71.035	0.002	0.002	15.912	762.23	24.563	0.002	26.333	56.897
MGI:3780616	11.987	59.016	10.07	12.995	9.731	13.997	18.046	120.348	615.127	161	18	14	7	19	14	64	453	46.096	14.006	3	3	1.001	30	12.007	46	338.338
MGI:5504090	0	0	1.001	1	0	0	0	0	83	0	0	0	0	0	0	1	41	0	0	0	0	0	1.001	0	3	19.147
MGI:1924299	3.883	35.02	12.752	3.358	6.086	19.674	7.548	39.163	21672	64.56	12.265	2.31	1.872	14.564	21.555	40.144	11893.7	18.091	3.122	2.043	20.977	0.291	20.807	14.825	32.962	4704.26
MGI:1917444	3.907	0	0	0	0	0	34.101	0	0	0	0	0	0	0	23.862	0	0	0	0	1.974	0	0	0	15.168	0	0
MGI:3641798	66.007	18.938	69.183	14.15	165.753	43.363	246.302	94.492	837.617	64.511	27.971	7.48	352.219	18.284	114.69	36.414	722.771	29.981	10.794	21.408	7.285	97.222	167.405	46.537	46.365	258.829
MGI:3642105	31.703	155.596	223.703	354.915	0	949.414	177.051	650.946	280.731	488.235	671.504	32.675	1267.11	38.665	119.949	367.124	158.587	243.856	52.022	34.567	668.051	514.862	881.893	70.015	796.867	78.279
